WordNo,Meaning,Word,LangCode,LangName
11,one,XXX,ctu,CHOL_TILA
12,two,XXX,ctu,CHOL_TILA
18,person,kiSta5u,ctu,CHOL_TILA
19,fish,C3y,ctu,CHOL_TILA
21,dog,"c""i7",ctu,CHOL_TILA
22,louse,"uC""",ctu,CHOL_TILA
23,tree,te7,ctu,CHOL_TILA
25,leaf,yopom,ctu,CHOL_TILA
28,skin,p3C3lel,ctu,CHOL_TILA
30,blood,"C""iC""el",ctu,CHOL_TILA
31,bone,bak,ctu,CHOL_TILA
34,horn,Sulub,ctu,CHOL_TILA
39,ear,Cikin,ctu,CHOL_TILA
40,eye,wut,ctu,CHOL_TILA
41,nose,ni7,ctu,CHOL_TILA
43,tooth,eh,ctu,CHOL_TILA
44,tongue,"a7k""",ctu,CHOL_TILA
47,knee,piS,ctu,CHOL_TILA
48,hand,"k""3b",ctu,CHOL_TILA
51,breast,XXX,ctu,CHOL_TILA
53,liver,olmal,ctu,CHOL_TILA
54,drink,XXX,ctu,CHOL_TILA
57,see,"k""el",ctu,CHOL_TILA
58,hear,ubi,ctu,CHOL_TILA
61,die,sate7,ctu,CHOL_TILA
66,come,t3lel,ctu,CHOL_TILA
72,sun,"k""in",ctu,CHOL_TILA
74,star,"ek""",ctu,CHOL_TILA
75,water,ha7,ctu,CHOL_TILA
77,stone,tun,ctu,CHOL_TILA
82,fire,"k""ak",ctu,CHOL_TILA
85,path,bih,ctu,CHOL_TILA
86,mountain,wic,ctu,CHOL_TILA
92,night,ab3le,ctu,CHOL_TILA
95,full,pamal,ctu,CHOL_TILA
96,new,cihito,ctu,CHOL_TILA
100,name,"k""aba7",ctu,CHOL_TILA
1,I,ha7in,kek,EASTERN_KEKCHI_CAHABON
2,you,ha7at,kek,EASTERN_KEKCHI_CAHABON
3,we,ha7o,kek,EASTERN_KEKCHI_CAHABON
11,one,xun,kek,EASTERN_KEKCHI_CAHABON
12,two,"ka7ib""",kek,EASTERN_KEKCHI_CAHABON
18,person,%kristy~an,kek,EASTERN_KEKCHI_CAHABON
19,fish,kar,kek,EASTERN_KEKCHI_CAHABON
21,dog,"C""i7",kek,EASTERN_KEKCHI_CAHABON
22,louse,"uk""",kek,EASTERN_KEKCHI_CAHABON
23,tree,Ce7,kek,EASTERN_KEKCHI_CAHABON
25,leaf,Saq,kek,EASTERN_KEKCHI_CAHABON
28,skin,"c""umal",kek,EASTERN_KEKCHI_CAHABON
30,blood,"kik""",kek,EASTERN_KEKCHI_CAHABON
31,bone,"b""aq",kek,EASTERN_KEKCHI_CAHABON
34,horn,"Sukub""",kek,EASTERN_KEKCHI_CAHABON
39,ear,Sik,kek,EASTERN_KEKCHI_CAHABON
40,eye,"naq"" uh",kek,EASTERN_KEKCHI_CAHABON
41,nose,ux,kek,EASTERN_KEKCHI_CAHABON
43,tooth,ruh eh,kek,EASTERN_KEKCHI_CAHABON
44,tongue,"rux aq""",kek,EASTERN_KEKCHI_CAHABON
47,knee,"b""en aq",kek,EASTERN_KEKCHI_CAHABON
48,hand,"uq""",kek,EASTERN_KEKCHI_CAHABON
51,breast,tu7,kek,EASTERN_KEKCHI_CAHABON
53,liver,"saseb""",kek,EASTERN_KEKCHI_CAHABON
54,drink,"uk""",kek,EASTERN_KEKCHI_CAHABON
57,see,il,kek,EASTERN_KEKCHI_CAHABON
58,hear,"ab""ih",kek,EASTERN_KEKCHI_CAHABON
61,die,kam,kek,EASTERN_KEKCHI_CAHABON
66,come,Cal,kek,EASTERN_KEKCHI_CAHABON
72,sun,"saq""en",kek,EASTERN_KEKCHI_CAHABON
74,star,Cahim,kek,EASTERN_KEKCHI_CAHABON
75,water,ha7,kek,EASTERN_KEKCHI_CAHABON
77,stone,pek,kek,EASTERN_KEKCHI_CAHABON
82,fire,Sam,kek,EASTERN_KEKCHI_CAHABON
85,path,"b""e",kek,EASTERN_KEKCHI_CAHABON
86,mountain,cul,kek,EASTERN_KEKCHI_CAHABON
92,night,"q""oxin",kek,EASTERN_KEKCHI_CAHABON
95,full,nuxinaq,kek,EASTERN_KEKCHI_CAHABON
96,new,"ak""",kek,EASTERN_KEKCHI_CAHABON
100,name,"k""ab""a7",kek,EASTERN_KEKCHI_CAHABON
1,I,en,yua,MAYA_YUCATAN
2,you,aw,yua,MAYA_YUCATAN
3,we,o7on,yua,MAYA_YUCATAN
11,one,hun,yua,MAYA_YUCATAN
12,two,ka7a,yua,MAYA_YUCATAN
18,person,winik,yua,MAYA_YUCATAN
19,fish,kay,yua,MAYA_YUCATAN
21,dog,"pek""",yua,MAYA_YUCATAN
22,louse,"uk""",yua,MAYA_YUCATAN
23,tree,Ce7,yua,MAYA_YUCATAN
25,leaf,le7,yua,MAYA_YUCATAN
28,skin,"k""ewel",yua,MAYA_YUCATAN
30,blood,"k""i7ik""",yua,MAYA_YUCATAN
31,bone,"b""ak",yua,MAYA_YUCATAN
34,horn,XXX,yua,MAYA_YUCATAN
39,ear,Sikin,yua,MAYA_YUCATAN
40,eye,iC,yua,MAYA_YUCATAN
41,nose,ni7,yua,MAYA_YUCATAN
43,tooth,koh,yua,MAYA_YUCATAN
44,tongue,"ak""",yua,MAYA_YUCATAN
47,knee,piS,yua,MAYA_YUCATAN
48,hand,"k""ab""",yua,MAYA_YUCATAN
51,breast,XXX,yua,MAYA_YUCATAN
53,liver,taman,yua,MAYA_YUCATAN
54,drink,"uk""",yua,MAYA_YUCATAN
57,see,pakat,yua,MAYA_YUCATAN
58,hear,u7uyah,yua,MAYA_YUCATAN
61,die,kimil,yua,MAYA_YUCATAN
66,come,tal,yua,MAYA_YUCATAN
72,sun,"k""in",yua,MAYA_YUCATAN
74,star,"ek""",yua,MAYA_YUCATAN
75,water,ha7,yua,MAYA_YUCATAN
77,stone,tuniC,yua,MAYA_YUCATAN
82,fire,"k""ak""",yua,MAYA_YUCATAN
85,path,"b""e",yua,MAYA_YUCATAN
86,mountain,mul,yua,MAYA_YUCATAN
92,night,"ak""ab""",yua,MAYA_YUCATAN
95,full,Cup,yua,MAYA_YUCATAN
96,new,"tumb""en",yua,MAYA_YUCATAN
100,name,"k""ab""a7",yua,MAYA_YUCATAN
1,I,innen,mop,MOPAN
2,you,inCeC,mop,MOPAN
3,we,inno7on,mop,MOPAN
11,one,xuntul,mop,MOPAN
12,two,ka7tul,mop,MOPAN
18,person,%kristy~3nox,mop,MOPAN
19,fish,"C""ilam",mop,MOPAN
21,dog,"pek""",mop,MOPAN
22,louse,"uk""",mop,MOPAN
23,tree,Ce7,mop,MOPAN
25,leaf,le7 Ce7,mop,MOPAN
28,skin,"k""ewel",mop,MOPAN
30,blood,"k""ik""",mop,MOPAN
31,bone,bak,mop,MOPAN
34,horn,Sulub,mop,MOPAN
39,ear,Sikin,mop,MOPAN
40,eye,"nek"" iC",mop,MOPAN
41,nose,ni7,mop,MOPAN
43,tooth,kox,mop,MOPAN
44,tongue,"ak""",mop,MOPAN
47,knee,piS,mop,MOPAN
48,hand,"k""37",mop,MOPAN
51,breast,Cu7,mop,MOPAN
53,liver,tamen,mop,MOPAN
54,drink,"uk""",mop,MOPAN
57,see,il,mop,MOPAN
58,hear,ub,mop,MOPAN
61,die,kim,mop,MOPAN
66,come,"ud""",mop,MOPAN
72,sun,"k""in",mop,MOPAN
74,star,Silab,mop,MOPAN
75,water,xa7,mop,MOPAN
77,stone,tuniC,mop,MOPAN
82,fire,"k""ak""",mop,MOPAN
85,path,bex,mop,MOPAN
86,mountain,wic,mop,MOPAN
92,night,"xunbel ak""37",mop,MOPAN
95,full,"tud""a7an",mop,MOPAN
96,new,tumulben,mop,MOPAN
100,name,"k""ab""a7",mop,MOPAN
1,I,ho7on,tzh,TZELTAL_BACHAJON
2,you,ha7at,tzh,TZELTAL_BACHAJON
3,we,ho7otik,tzh,TZELTAL_BACHAJON
11,one,xun,tzh,TZELTAL_BACHAJON
12,two,Ceb,tzh,TZELTAL_BACHAJON
18,person,%kristiano,tzh,TZELTAL_BACHAJON
19,fish,Cay,tzh,TZELTAL_BACHAJON
21,dog,"c""i7",tzh,TZELTAL_BACHAJON
22,louse,"uC""",tzh,TZELTAL_BACHAJON
23,tree,te7,tzh,TZELTAL_BACHAJON
25,leaf,yabinal,tzh,TZELTAL_BACHAJON
28,skin,nukul,tzh,TZELTAL_BACHAJON
30,blood,"C""iC""",tzh,TZELTAL_BACHAJON
31,bone,bak,tzh,TZELTAL_BACHAJON
34,horn,Sulub,tzh,TZELTAL_BACHAJON
39,ear,Cikin,tzh,TZELTAL_BACHAJON
40,eye,sit,tzh,TZELTAL_BACHAJON
41,nose,ni7,tzh,TZELTAL_BACHAJON
43,tooth,ehal,tzh,TZELTAL_BACHAJON
44,tongue,"ak""",tzh,TZELTAL_BACHAJON
47,knee,hol kakan,tzh,TZELTAL_BACHAJON
48,hand,"k""ab",tzh,TZELTAL_BACHAJON
51,breast,Cu7,tzh,TZELTAL_BACHAJON
53,liver,sekub,tzh,TZELTAL_BACHAJON
54,drink,"uC""",tzh,TZELTAL_BACHAJON
57,see,il,tzh,TZELTAL_BACHAJON
58,hear,aiy,tzh,TZELTAL_BACHAJON
61,die,Cam,tzh,TZELTAL_BACHAJON
66,come,tal,tzh,TZELTAL_BACHAJON
72,sun,"k""ak""al",tzh,TZELTAL_BACHAJON
74,star,"ek""",tzh,TZELTAL_BACHAJON
75,water,ha7,tzh,TZELTAL_BACHAJON
77,stone,ton,tzh,TZELTAL_BACHAJON
82,fire,"k""ak""",tzh,TZELTAL_BACHAJON
85,path,XXX,tzh,TZELTAL_BACHAJON
86,mountain,cel,tzh,TZELTAL_BACHAJON
92,night,"ak""abal",tzh,TZELTAL_BACHAJON
95,full,"but""ul",tzh,TZELTAL_BACHAJON
96,new,"aC""",tzh,TZELTAL_BACHAJON
100,name,bihilil,tzh,TZELTAL_BACHAJON
1,I,yaN,miq,MISKITO
2,you,man,miq,MISKITO
3,we,yaN nani,miq,MISKITO
11,one,kum,miq,MISKITO
12,two,wal,miq,MISKITO
18,person,XXX,miq,MISKITO
19,fish,kuha,miq,MISKITO
21,dog,yul,miq,MISKITO
22,louse,XXX,miq,MISKITO
23,tree,yahal,miq,MISKITO
25,leaf,waha,miq,MISKITO
28,skin,taya,miq,MISKITO
30,blood,tala,miq,MISKITO
31,bone,dusa,miq,MISKITO
34,horn,XXX,miq,MISKITO
39,ear,kiama,miq,MISKITO
40,eye,nakra,miq,MISKITO
41,nose,kakma,miq,MISKITO
43,tooth,napa,miq,MISKITO
44,tongue,twisa,miq,MISKITO
47,knee,lula,miq,MISKITO
48,hand,mita,miq,MISKITO
51,breast,XXX,miq,MISKITO
53,liver,auya,miq,MISKITO
54,drink,di,miq,MISKITO
57,see,kaik,miq,MISKITO
58,hear,wal,miq,MISKITO
61,die,pru,miq,MISKITO
66,come,bal,miq,MISKITO
72,sun,lapta,miq,MISKITO
74,star,XXX,miq,MISKITO
75,water,li,miq,MISKITO
77,stone,kipla,miq,MISKITO
82,fire,pauta,miq,MISKITO
85,path,XXX,miq,MISKITO
86,mountain,hil,miq,MISKITO
92,night,XXX,miq,MISKITO
95,full,baNh~w,miq,MISKITO
96,new,raya,miq,MISKITO
100,name,XXX,miq,MISKITO
1,I,ti,gym,GUAYMI
2,you,mo,gym,GUAYMI
3,we,nun,gym,GUAYMI
11,one,bati,gym,GUAYMI
12,two,bobu,gym,GUAYMI
18,person,ni,gym,GUAYMI
19,fish,wa,gym,GUAYMI
21,dog,nukro,gym,GUAYMI
22,louse,kun,gym,GUAYMI
23,tree,kri,gym,GUAYMI
25,leaf,kriko,gym,GUAYMI
28,skin,kuata,gym,GUAYMI
30,blood,dori,gym,GUAYMI
31,bone,kro,gym,GUAYMI
34,horn,XXX,gym,GUAYMI
39,ear,olo,gym,GUAYMI
40,eye,XXX,gym,GUAYMI
41,nose,inson,gym,GUAYMI
43,tooth,tu,gym,GUAYMI
44,tongue,tidro,gym,GUAYMI
47,knee,Nokodokuo,gym,GUAYMI
48,hand,kise,gym,GUAYMI
51,breast,brutu,gym,GUAYMI
53,liver,moto,gym,GUAYMI
54,drink,5ain,gym,GUAYMI
57,see,gain,gym,GUAYMI
58,hear,doin,gym,GUAYMI
61,die,guetadre,gym,GUAYMI
66,come,xata,gym,GUAYMI
72,sun,Niwana,gym,GUAYMI
74,star,muke,gym,GUAYMI
75,water,nio,gym,GUAYMI
77,stone,xo,gym,GUAYMI
82,fire,nio,gym,GUAYMI
85,path,xi,gym,GUAYMI
86,mountain,Nutuoe,gym,GUAYMI
92,night,deo,gym,GUAYMI
95,full,meribo,gym,GUAYMI
96,new,moro,gym,GUAYMI
100,name,ko,gym,GUAYMI
1,I,an,cuk,KUNA_YALA_SAN_BLAS
2,you,be,cuk,KUNA_YALA_SAN_BLAS
3,we,anmar,cuk,KUNA_YALA_SAN_BLAS
11,one,guensak,cuk,KUNA_YALA_SAN_BLAS
12,two,bo,cuk,KUNA_YALA_SAN_BLAS
18,person,dule,cuk,KUNA_YALA_SAN_BLAS
19,fish,ua,cuk,KUNA_YALA_SAN_BLAS
21,dog,aCu,cuk,KUNA_YALA_SAN_BLAS
22,louse,ku,cuk,KUNA_YALA_SAN_BLAS
23,tree,sapi,cuk,KUNA_YALA_SAN_BLAS
25,leaf,kagan,cuk,KUNA_YALA_SAN_BLAS
28,skin,uka,cuk,KUNA_YALA_SAN_BLAS
30,blood,abe,cuk,KUNA_YALA_SAN_BLAS
31,bone,kar,cuk,KUNA_YALA_SAN_BLAS
34,horn,XXX,cuk,KUNA_YALA_SAN_BLAS
39,ear,uaduk,cuk,KUNA_YALA_SAN_BLAS
40,eye,ibia,cuk,KUNA_YALA_SAN_BLAS
41,nose,asu,cuk,KUNA_YALA_SAN_BLAS
43,tooth,nugar,cuk,KUNA_YALA_SAN_BLAS
44,tongue,kuabin,cuk,KUNA_YALA_SAN_BLAS
47,knee,jokor,cuk,KUNA_YALA_SAN_BLAS
48,hand,argan,cuk,KUNA_YALA_SAN_BLAS
51,breast,nu,cuk,KUNA_YALA_SAN_BLAS
53,liver,XXX,cuk,KUNA_YALA_SAN_BLAS
54,drink,gob,cuk,KUNA_YALA_SAN_BLAS
57,see,dake,cuk,KUNA_YALA_SAN_BLAS
58,hear,itoge,cuk,KUNA_YALA_SAN_BLAS
61,die,borgwe,cuk,KUNA_YALA_SAN_BLAS
66,come,dage,cuk,KUNA_YALA_SAN_BLAS
72,sun,dada,cuk,KUNA_YALA_SAN_BLAS
74,star,jolega,cuk,KUNA_YALA_SAN_BLAS
75,water,di,cuk,KUNA_YALA_SAN_BLAS
77,stone,akwa,cuk,KUNA_YALA_SAN_BLAS
82,fire,so,cuk,KUNA_YALA_SAN_BLAS
85,path,igar,cuk,KUNA_YALA_SAN_BLAS
86,mountain,jala,cuk,KUNA_YALA_SAN_BLAS
92,night,mutik,cuk,KUNA_YALA_SAN_BLAS
95,full,XXX,cuk,KUNA_YALA_SAN_BLAS
96,new,bini,cuk,KUNA_YALA_SAN_BLAS
100,name,nuga,cuk,KUNA_YALA_SAN_BLAS
1,I,tas,pay,PECH
2,you,pa,pay,PECH
3,we,utasbarua,pay,PECH
11,one,as,pay,PECH
12,two,pok,pay,PECH
18,person,XXX,pay,PECH
19,fish,guiCa,pay,PECH
21,dog,CuCu,pay,PECH
22,louse,u,pay,PECH
23,tree,pais5a,pay,PECH
25,leaf,paia,pay,PECH
28,skin,XXX,pay,PECH
30,blood,uri,pay,PECH
31,bone,XXX,pay,PECH
34,horn,axa,pay,PECH
39,ear,suxa,pay,PECH
40,eye,gua,pay,PECH
41,nose,tansa,pay,PECH
43,tooth,guia,pay,PECH
44,tongue,ugua,pay,PECH
47,knee,kokisa,pay,PECH
48,hand,sahua,pay,PECH
51,breast,krataxa,pay,PECH
53,liver,ara,pay,PECH
54,drink,taupra,pay,PECH
57,see,Caimua,pay,PECH
58,hear,wiCawa,pay,PECH
61,die,auna,pay,PECH
66,come,tekua,pay,PECH
72,sun,ma,pay,PECH
74,star,kapani,pay,PECH
75,water,aso,pay,PECH
77,stone,sa,pay,PECH
82,fire,taimua,pay,PECH
85,path,XXX,pay,PECH
86,mountain,XXX,pay,PECH
92,night,XXX,pay,PECH
95,full,XXX,pay,PECH
96,new,XXX,pay,PECH
100,name,pi,pay,PECH
1,I,ye,bzd,BRIBRI
2,you,be,bzd,BRIBRI
3,we,ca,bzd,BRIBRI
11,one,et,bzd,BRIBRI
12,two,but,bzd,BRIBRI
18,person,keki,bzd,BRIBRI
19,fish,nima,bzd,BRIBRI
21,dog,CiCi,bzd,BRIBRI
22,louse,ku*,bzd,BRIBRI
23,tree,kar,bzd,BRIBRI
25,leaf,kar ku,bzd,BRIBRI
28,skin,pa,bzd,BRIBRI
30,blood,api,bzd,BRIBRI
31,bone,diCa,bzd,BRIBRI
34,horn,dura,bzd,BRIBRI
39,ear,kuku,bzd,BRIBRI
40,eye,wobra,bzd,BRIBRI
41,nose,yikut,bzd,BRIBRI
43,tooth,aka,bzd,BRIBRI
44,tongue,ku,bzd,BRIBRI
47,knee,XXX,bzd,BRIBRI
48,hand,ura,bzd,BRIBRI
51,breast,cu,bzd,BRIBRI
53,liver,her,bzd,BRIBRI
54,drink,iyuk,bzd,BRIBRI
57,see,sowe,bzd,BRIBRI
58,hear,ihcu,bzd,BRIBRI
61,die,dawoma,bzd,BRIBRI
66,come,XXX,bzd,BRIBRI
72,sun,diwo,bzd,BRIBRI
74,star,bekuo,bzd,BRIBRI
75,water,di,bzd,BRIBRI
77,stone,hak,bzd,BRIBRI
82,fire,buwo,bzd,BRIBRI
85,path,5ara,bzd,BRIBRI
86,mountain,yum,bzd,BRIBRI
92,night,ne5ewe,bzd,BRIBRI
95,full,Cik,bzd,BRIBRI
96,new,pari,bzd,BRIBRI
100,name,XXX,bzd,BRIBRI
1,I,yis,cjp,CABECAR
2,you,ba,cjp,CABECAR
3,we,se hewa,cjp,CABECAR
11,one,ekla,cjp,CABECAR
12,two,bol,cjp,CABECAR
18,person,serco,cjp,CABECAR
19,fish,nima,cjp,CABECAR
21,dog,CiCi,cjp,CABECAR
22,louse,ku 5a,cjp,CABECAR
23,tree,kal,cjp,CABECAR
25,leaf,ko,cjp,CABECAR
28,skin,kuo,cjp,CABECAR
30,blood,pi,cjp,CABECAR
31,bone,CiCa,cjp,CABECAR
34,horn,du,cjp,CABECAR
39,ear,kugo,cjp,CABECAR
40,eye,wobla,cjp,CABECAR
41,nose,jik,cjp,CABECAR
43,tooth,ka,cjp,CABECAR
44,tongue,ko kto,cjp,CABECAR
47,knee,kiCo wo,cjp,CABECAR
48,hand,hula,cjp,CABECAR
51,breast,cu,cjp,CABECAR
53,liver,her,cjp,CABECAR
54,drink,jo,cjp,CABECAR
57,see,suwa,cjp,CABECAR
58,hear,kso,cjp,CABECAR
61,die,duwawa,cjp,CABECAR
66,come,dace,cjp,CABECAR
72,sun,ka wo,cjp,CABECAR
74,star,bei wo,cjp,CABECAR
75,water,diglo,cjp,CABECAR
77,stone,hak,cjp,CABECAR
82,fire,jogo,cjp,CABECAR
85,path,5ala,cjp,CABECAR
86,mountain,ka bata,cjp,CABECAR
92,night,tuwina,cjp,CABECAR
95,full,pSi,cjp,CABECAR
96,new,spana,cjp,CABECAR
100,name,kie,cjp,CABECAR
1,I,m3,emp,EMBERA_DARIEN
2,you,p3,emp,EMBERA_DARIEN
3,we,taCi,emp,EMBERA_DARIEN
11,one,aba,emp,EMBERA_DARIEN
12,two,ume,emp,EMBERA_DARIEN
18,person,e*pe*ra*,emp,EMBERA_DARIEN
19,fish,beta,emp,EMBERA_DARIEN
21,dog,usa,emp,EMBERA_DARIEN
22,louse,th~3,emp,EMBERA_DARIEN
23,tree,pakh~uru,emp,EMBERA_DARIEN
25,leaf,XXX,emp,EMBERA_DARIEN
28,skin,XXX,emp,EMBERA_DARIEN
30,blood,XXX,emp,EMBERA_DARIEN
31,bone,b3w3r3,emp,EMBERA_DARIEN
34,horn,XXX,emp,EMBERA_DARIEN
39,ear,kh~3w3ru,emp,EMBERA_DARIEN
40,eye,dau,emp,EMBERA_DARIEN
41,nose,kh~e*b3,emp,EMBERA_DARIEN
43,tooth,kh~ida,emp,EMBERA_DARIEN
44,tongue,kh~i*ra*me,emp,EMBERA_DARIEN
47,knee,Ch~i*ra*boro,emp,EMBERA_DARIEN
48,hand,h3wa ha*,emp,EMBERA_DARIEN
51,breast,hu,emp,EMBERA_DARIEN
53,liver,th~a*ri*,emp,EMBERA_DARIEN
54,drink,to,emp,EMBERA_DARIEN
57,see,unu,emp,EMBERA_DARIEN
58,hear,u*ri*,emp,EMBERA_DARIEN
61,die,peu,emp,EMBERA_DARIEN
66,come,ze,emp,EMBERA_DARIEN
72,sun,umadau,emp,EMBERA_DARIEN
74,star,Ch~3dau,emp,EMBERA_DARIEN
75,water,baido,emp,EMBERA_DARIEN
77,stone,mogara,emp,EMBERA_DARIEN
82,fire,th~3b3 urua,emp,EMBERA_DARIEN
85,path,XXX,emp,EMBERA_DARIEN
86,mountain,eya,emp,EMBERA_DARIEN
92,night,diamasi,emp,EMBERA_DARIEN
95,full,XXX,emp,EMBERA_DARIEN
96,new,Ciwidi*,emp,EMBERA_DARIEN
100,name,th~r3*,emp,EMBERA_DARIEN
1,I,andy~,pbb,PAEZ
2,you,indy~,pbb,PAEZ
3,we,kw~eS,pbb,PAEZ
11,one,teC,pbb,PAEZ
12,two,e7nz,pbb,PAEZ
18,person,nasa,pbb,PAEZ
19,fish,wendy~,pbb,PAEZ
21,dog,alku,pbb,PAEZ
22,louse,e*s,pbb,PAEZ
23,tree,fy~tu*,pbb,PAEZ
25,leaf,ec,pbb,PAEZ
28,skin,kh~aT,pbb,PAEZ
30,blood,e,pbb,PAEZ
31,bone,dy~ith~,pbb,PAEZ
34,horn,%kaCu,pbb,PAEZ
39,ear,th~u*we,pbb,PAEZ
40,eye,yafy~,pbb,PAEZ
41,nose,i*c,pbb,PAEZ
43,tooth,kith~,pbb,PAEZ
44,tongue,Tune,pbb,PAEZ
47,knee,hy~u*kw~et,pbb,PAEZ
48,hand,kuse,pbb,PAEZ
51,breast,CuC,pbb,PAEZ
53,liver,meky~,pbb,PAEZ
54,drink,tundy~,pbb,PAEZ
57,see,uy,pbb,PAEZ
58,hear,we*se*h,pbb,PAEZ
61,die,u,pbb,PAEZ
66,come,yuh,pbb,PAEZ
72,sun,sek,pbb,PAEZ
74,star,a*7muS,pbb,PAEZ
75,water,yu7,pbb,PAEZ
77,stone,kw~et,pbb,PAEZ
82,fire,ipy~,pbb,PAEZ
85,path,dy~ih,pbb,PAEZ
86,mountain,vic wala,pbb,PAEZ
92,night,kus,pbb,PAEZ
95,full,uta,pbb,PAEZ
96,new,nueve,pbb,PAEZ
100,name,yase,pbb,PAEZ
1,I,XXX,cbi,CAYAPA
2,you,5u,cbi,CAYAPA
3,we,lala,cbi,CAYAPA
11,one,main,cbi,CAYAPA
12,two,paly~u,cbi,CAYAPA
18,person,CaCaily~a,cbi,CAYAPA
19,fish,aly~a,cbi,CAYAPA
21,dog,kuCa,cbi,CAYAPA
22,louse,mu,cbi,CAYAPA
23,tree,Ci,cbi,CAYAPA
25,leaf,haki,cbi,CAYAPA
28,skin,kika,cbi,CAYAPA
30,blood,asa,cbi,CAYAPA
31,bone,taku,cbi,CAYAPA
34,horn,%kaCu,cbi,CAYAPA
39,ear,puNgui,cbi,CAYAPA
40,eye,kapuka,cbi,CAYAPA
41,nose,kikapa,cbi,CAYAPA
43,tooth,teku,cbi,CAYAPA
44,tongue,ihka,cbi,CAYAPA
47,knee,nenbulu,cbi,CAYAPA
48,hand,ty~apa,cbi,CAYAPA
51,breast,CuCu,cbi,CAYAPA
53,liver,ahpa,cbi,CAYAPA
54,drink,kuS,cbi,CAYAPA
57,see,ke,cbi,CAYAPA
58,hear,me,cbi,CAYAPA
61,die,pe,cbi,CAYAPA
66,come,ha,cbi,CAYAPA
72,sun,pata,cbi,CAYAPA
74,star,makara,cbi,CAYAPA
75,water,pi,cbi,CAYAPA
77,stone,skupuka,cbi,CAYAPA
82,fire,5i,cbi,CAYAPA
85,path,mi5u,cbi,CAYAPA
86,mountain,feSa,cbi,CAYAPA
92,night,kepe,cbi,CAYAPA
95,full,ty~uwahu,cbi,CAYAPA
96,new,kasa,cbi,CAYAPA
100,name,mumu,cbi,CAYAPA
1,I,ine,wba,WARAO
2,you,zatu,wba,WARAO
3,we,oko,wba,WARAO
11,one,hishaka,wba,WARAO
12,two,manamu,wba,WARAO
18,person,warau,wba,WARAO
19,fish,homakaba,wba,WARAO
21,dog,beroro,wba,WARAO
22,louse,ami,wba,WARAO
23,tree,dau,wba,WARAO
25,leaf,dau aroko,wba,WARAO
28,skin,horo,wba,WARAO
30,blood,hotu,wba,WARAO
31,bone,muhu,wba,WARAO
34,horn,akw~ahoi,wba,WARAO
39,ear,kohoko,wba,WARAO
40,eye,mu,wba,WARAO
41,nose,hikoto,wba,WARAO
43,tooth,i,wba,WARAO
44,tongue,hono,wba,WARAO
47,knee,mukuru,wba,WARAO
48,hand,moho,wba,WARAO
51,breast,ami,wba,WARAO
53,liver,mahi,wba,WARAO
54,drink,takatakaza,wba,WARAO
57,see,mia,wba,WARAO
58,hear,nokoza,wba,WARAO
61,die,wabaza,wba,WARAO
66,come,nauza,wba,WARAO
72,sun,za,wba,WARAO
74,star,kura,wba,WARAO
75,water,ho,wba,WARAO
77,stone,hozo,wba,WARAO
82,fire,hekunu,wba,WARAO
85,path,hohisi,wba,WARAO
86,mountain,hotakw~ai,wba,WARAO
92,night,ima,wba,WARAO
95,full,kw~atai,wba,WARAO
96,new,hijo,wba,WARAO
100,name,wai,wba,WARAO
1,I,wi,acu,ACHUAR
2,you,ame,acu,ACHUAR
3,we,iti,acu,ACHUAR
11,one,XXX,acu,ACHUAR
12,two,ximiar,acu,ACHUAR
18,person,ainc~,acu,ACHUAR
19,fish,namak,acu,ACHUAR
21,dog,yawa,acu,ACHUAR
22,louse,tema,acu,ACHUAR
23,tree,numi,acu,ACHUAR
25,leaf,nuka,acu,ACHUAR
28,skin,nuwap,acu,ACHUAR
30,blood,nump~a,acu,ACHUAR
31,bone,ukunC,acu,ACHUAR
34,horn,antiri,acu,ACHUAR
39,ear,kuwiS,acu,ACHUAR
40,eye,xi,acu,ACHUAR
41,nose,nuxi,acu,ACHUAR
43,tooth,nai,acu,ACHUAR
44,tongue,inai,acu,ACHUAR
47,knee,tikiS,acu,ACHUAR
48,hand,uwex,acu,ACHUAR
51,breast,munc~u,acu,ACHUAR
53,liver,akap,acu,ACHUAR
54,drink,mutin,acu,ACHUAR
57,see,xis,acu,ACHUAR
58,hear,antuk,acu,ACHUAR
61,die,xaka,acu,ACHUAR
66,come,wini,acu,ACHUAR
72,sun,eca,acu,ACHUAR
74,star,ya,acu,ACHUAR
75,water,yumi,acu,ACHUAR
77,stone,kaya,acu,ACHUAR
82,fire,xi,acu,ACHUAR
85,path,xinta,acu,ACHUAR
86,mountain,mura,acu,ACHUAR
92,night,kaSi,acu,ACHUAR
95,full,kak piyaku,acu,ACHUAR
96,new,yamaram,acu,ACHUAR
100,name,nar,acu,ACHUAR
1,I,wi,agr,AGUARUNA
2,you,ame*,agr,AGUARUNA
3,we,ii,agr,AGUARUNA
11,one,bakiCik,agr,AGUARUNA
12,two,himan,agr,AGUARUNA
18,person,aenc,agr,AGUARUNA
19,fish,namak,agr,AGUARUNA
21,dog,ya*wa*,agr,AGUARUNA
22,louse,tema,agr,AGUARUNA
23,tree,numi,agr,AGUARUNA
25,leaf,duka,agr,AGUARUNA
28,skin,duwap,agr,AGUARUNA
30,blood,numpa,agr,AGUARUNA
31,bone,ukunC,agr,AGUARUNA
34,horn,%kaCu,agr,AGUARUNA
