Outcome,OutcomeCategory,Stat,Dem6+e_peaveduc,Dem6+e_peaveduc/Dem6,Dem6+e_peaveduc/e_peaveduc,Dem6+g_res_norm,Dem6+g_res_norm/Dem6,Dem6+g_res_norm/g_res_norm,Dem6+l_res_norm,Dem6+l_res_norm/Dem6,Dem6+l_res_norm/l_res_norm,Dem6+ln_pwd_a,Dem6+ln_pwd_a/Dem6,Dem6+ln_pwd_a/ln_pwd_a,Dem6+ln_pwd_g,Dem6+ln_pwd_g/Dem6,Dem6+ln_pwd_g/ln_pwd_g,Dem6+ln_pwd_m,Dem6+ln_pwd_m/Dem6,Dem6+ln_pwd_m/ln_pwd_m,Dem6+p_res_norm,Dem6+p_res_norm/Dem6,Dem6+p_res_norm/p_res_norm,Dem6+r_res_norm,Dem6+r_res_norm/Dem6,Dem6+r_res_norm/r_res_norm,Dem6+wb_urbpop,Dem6+wb_urbpop/Dem6,Dem6+wb_urbpop/wb_urbpop,Przeworski+e_peaveduc,Przeworski+e_peaveduc/Przeworski,Przeworski+e_peaveduc/e_peaveduc,Przeworski+g_res_norm,Przeworski+g_res_norm/Przeworski,Przeworski+g_res_norm/g_res_norm,Przeworski+l_res_norm,Przeworski+l_res_norm/Przeworski,Przeworski+l_res_norm/l_res_norm,Przeworski+ln_pwd_a,Przeworski+ln_pwd_a/Przeworski,Przeworski+ln_pwd_a/ln_pwd_a,Przeworski+ln_pwd_g,Przeworski+ln_pwd_g/Przeworski,Przeworski+ln_pwd_g/ln_pwd_g,Przeworski+ln_pwd_m,Przeworski+ln_pwd_m/Przeworski,Przeworski+ln_pwd_m/ln_pwd_m,Przeworski+p_res_norm,Przeworski+p_res_norm/Przeworski,Przeworski+p_res_norm/p_res_norm,Przeworski+r_res_norm,Przeworski+r_res_norm/Przeworski,Przeworski+r_res_norm/r_res_norm,Przeworski+wb_urbpop,Przeworski+wb_urbpop/Przeworski,Przeworski+wb_urbpop/wb_urbpop,W4+e_peaveduc,W4+e_peaveduc/W4,W4+e_peaveduc/e_peaveduc,W4+g_res_norm,W4+g_res_norm/W4,W4+g_res_norm/g_res_norm,W4+l_res_norm,W4+l_res_norm/W4,W4+l_res_norm/l_res_norm,W4+ln_pwd_a,W4+ln_pwd_a/W4,W4+ln_pwd_a/ln_pwd_a,W4+ln_pwd_g,W4+ln_pwd_g/W4,W4+ln_pwd_g/ln_pwd_g,W4+ln_pwd_m,W4+ln_pwd_m/W4,W4+ln_pwd_m/ln_pwd_m,W4+p_res_norm,W4+p_res_norm/W4,W4+p_res_norm/p_res_norm,W4+r_res_norm,W4+r_res_norm/W4,W4+r_res_norm/r_res_norm,W4+wb_urbpop,W4+wb_urbpop/W4,W4+wb_urbpop/wb_urbpop,W_old+e_peaveduc,W_old+e_peaveduc/W_old,W_old+e_peaveduc/e_peaveduc,W_old+g_res_norm,W_old+g_res_norm/W_old,W_old+g_res_norm/g_res_norm,W_old+l_res_norm,W_old+l_res_norm/W_old,W_old+l_res_norm/l_res_norm,W_old+ln_pwd_a,W_old+ln_pwd_a/W_old,W_old+ln_pwd_a/ln_pwd_a,W_old+ln_pwd_g,W_old+ln_pwd_g/W_old,W_old+ln_pwd_g/ln_pwd_g,W_old+ln_pwd_m,W_old+ln_pwd_m/W_old,W_old+ln_pwd_m/ln_pwd_m,W_old+p_res_norm,W_old+p_res_norm/W_old,W_old+p_res_norm/p_res_norm,W_old+r_res_norm,W_old+r_res_norm/W_old,W_old+r_res_norm/r_res_norm,W_old+wb_urbpop,W_old+wb_urbpop/W_old,W_old+wb_urbpop/wb_urbpop,e_boix_regime+e_peaveduc,e_boix_regime+e_peaveduc/e_boix_regime,e_boix_regime+e_peaveduc/e_peaveduc,e_boix_regime+g_res_norm,e_boix_regime+g_res_norm/e_boix_regime,e_boix_regime+g_res_norm/g_res_norm,e_boix_regime+l_res_norm,e_boix_regime+l_res_norm/e_boix_regime,e_boix_regime+l_res_norm/l_res_norm,e_boix_regime+ln_pwd_a,e_boix_regime+ln_pwd_a/e_boix_regime,e_boix_regime+ln_pwd_a/ln_pwd_a,e_boix_regime+ln_pwd_g,e_boix_regime+ln_pwd_g/e_boix_regime,e_boix_regime+ln_pwd_g/ln_pwd_g,e_boix_regime+ln_pwd_m,e_boix_regime+ln_pwd_m/e_boix_regime,e_boix_regime+ln_pwd_m/ln_pwd_m,e_boix_regime+p_res_norm,e_boix_regime+p_res_norm/e_boix_regime,e_boix_regime+p_res_norm/p_res_norm,e_boix_regime+r_res_norm,e_boix_regime+r_res_norm/e_boix_regime,e_boix_regime+r_res_norm/r_res_norm,e_boix_regime+wb_urbpop,e_boix_regime+wb_urbpop/e_boix_regime,e_boix_regime+wb_urbpop/wb_urbpop,gwf_party+e_peaveduc,gwf_party+e_peaveduc/e_peaveduc,gwf_party+e_peaveduc/gwf_party,gwf_party+g_res_norm,gwf_party+g_res_norm/g_res_norm,gwf_party+g_res_norm/gwf_party,gwf_party+l_res_norm,gwf_party+l_res_norm/gwf_party,gwf_party+l_res_norm/l_res_norm,gwf_party+ln_pwd_a,gwf_party+ln_pwd_a/gwf_party,gwf_party+ln_pwd_a/ln_pwd_a,gwf_party+ln_pwd_g,gwf_party+ln_pwd_g/gwf_party,gwf_party+ln_pwd_g/ln_pwd_g,gwf_party+ln_pwd_m,gwf_party+ln_pwd_m/gwf_party,gwf_party+ln_pwd_m/ln_pwd_m,gwf_party+p_res_norm,gwf_party+p_res_norm/gwf_party,gwf_party+p_res_norm/p_res_norm,gwf_party+r_res_norm,gwf_party+r_res_norm/gwf_party,gwf_party+r_res_norm/r_res_norm,gwf_party+wb_urbpop,gwf_party+wb_urbpop/gwf_party,gwf_party+wb_urbpop/wb_urbpop,normpolity+e_peaveduc,normpolity+e_peaveduc/e_peaveduc,normpolity+e_peaveduc/normpolity,normpolity+g_res_norm,normpolity+g_res_norm/g_res_norm,normpolity+g_res_norm/normpolity,normpolity+l_res_norm,normpolity+l_res_norm/l_res_norm,normpolity+l_res_norm/normpolity,normpolity+ln_pwd_a,normpolity+ln_pwd_a/ln_pwd_a,normpolity+ln_pwd_a/normpolity,normpolity+ln_pwd_g,normpolity+ln_pwd_g/ln_pwd_g,normpolity+ln_pwd_g/normpolity,normpolity+ln_pwd_m,normpolity+ln_pwd_m/ln_pwd_m,normpolity+ln_pwd_m/normpolity,normpolity+p_res_norm,normpolity+p_res_norm/normpolity,normpolity+p_res_norm/p_res_norm,normpolity+r_res_norm,normpolity+r_res_norm/normpolity,normpolity+r_res_norm/r_res_norm,normpolity+wb_urbpop,normpolity+wb_urbpop/normpolity,normpolity+wb_urbpop/wb_urbpop,support+e_peaveduc,support+e_peaveduc/e_peaveduc,support+e_peaveduc/support,support+g_res_norm,support+g_res_norm/g_res_norm,support+g_res_norm/support,support+l_res_norm,support+l_res_norm/l_res_norm,support+l_res_norm/support,support+ln_pwd_a,support+ln_pwd_a/ln_pwd_a,support+ln_pwd_a/support,support+ln_pwd_g,support+ln_pwd_g/ln_pwd_g,support+ln_pwd_g/support,support+ln_pwd_m,support+ln_pwd_m/ln_pwd_m,support+ln_pwd_m/support,support+p_res_norm,support+p_res_norm/p_res_norm,support+p_res_norm/support,support+r_res_norm,support+r_res_norm/r_res_norm,support+r_res_norm/support,support+wb_urbpop,support+wb_urbpop/support,support+wb_urbpop/wb_urbpop
PackCourts,Abuse,tstatp,-0.56,,-0.7,1.39,,0.93,0.44,,0.74,0.51,,0.14,0.62,,0.61,0.9,,0.96,1.29,,0.45,2.65,,2.64,0.65,,0.48,-0.75,,-0.7,1.37,,0.93,0.35,,0.74,-0.52,,0.14,-1.44,,0.61,-1.65,,0.96,1.76,,0.45,2.73,,2.64,1.09,,0.48,-0.61,,-0.7,1.51,,0.93,0.38,,0.74,0.22,,0.14,0.9,,0.61,1.51,,0.96,1.76,,0.45,2.48,,2.64,1.48,,0.48,-0.72,,-0.7,1.05,,0.93,0.56,,0.74,0.03,,0.14,0.37,,0.61,0.77,,0.96,0.8,,0.45,2.6,,2.64,0.43,,0.48,-0.64,,-0.7,1.62,,0.93,0.33,,0.74,-0.16,,0.14,-0.12,,0.61,-0.07,,0.96,1.59,,0.45,2.72,,2.64,0.7,,0.48,-0.66,-0.7,,1.4,0.93,,0.54,,0.74,-0.36,,0.14,-1.15,,0.61,-1.63,,0.96,1.1,,0.45,2.85,,2.64,1.17,,0.48,-0.77,-0.7,,1.65,0.93,,0.32,0.74,,0.43,0.14,,0.47,0.61,,0.95,0.96,,1.34,,0.45,2.49,,2.64,1.0,,0.48,-1.26,-0.7,,1.16,0.93,,0.47,0.74,,0.32,0.14,,0.55,0.61,,0.78,0.96,,0.82,0.45,,2.51,2.64,,0.52,,0.48
PackCourts,Abuse,AIC,12976.16,12984.39,14638.49,15370.19,15394.33,17176.76,15386.97,15394.33,17163.12,2614.55,2614.35,3329.98,2612.78,2614.35,3326.19,2610.52,2614.35,3322.42,15374.29,15394.33,17189.5,15266.05,15394.33,17064.45,15229.57,15232.7,18015.02,10420.93,10434.15,14638.49,12344.31,12369.82,17176.76,12365.67,12369.82,17163.12,-33.92,-34.41,3329.98,-41.83,-34.41,3326.19,-63.73,-34.41,3322.42,12339.14,12369.82,17189.5,12242.53,12369.82,17064.45,12317.74,12330.65,18015.02,13710.4,13720.78,14638.49,16086.46,16115.36,17176.76,16109.75,16115.36,17163.12,3034.75,3033.07,3329.98,3027.52,3033.07,3326.19,3019.69,3033.07,3322.42,16084.27,16115.36,17189.5,16015.6,16115.36,17064.45,16970.81,17000.14,18015.02,14270.29,14282.23,14638.49,16684.11,16700.55,17176.76,16683.39,16700.55,17163.12,3186.74,3184.72,3329.98,3185.37,3184.72,3326.19,3182.18,3184.72,3322.42,16693.92,16700.55,17189.5,16574.13,16700.55,17064.45,17531.33,17531.64,18015.02,12426.08,12437.01,14638.49,14781.67,14817.49,17176.76,14814.3,14817.49,17163.12,1661.86,1660.04,3329.98,1661.97,1660.04,3326.19,1662.04,1660.04,3322.42,14791.33,14817.49,17189.5,14686.88,14817.49,17064.45,14784.67,14789.0,18015.02,10713.39,14638.49,10722.9,12305.11,17176.76,12330.93,12321.66,12330.93,17163.12,331.74,330.32,3329.98,326.75,330.32,3326.19,308.74,330.32,3322.42,12319.36,12330.93,17189.5,12196.18,12330.93,17064.45,12241.07,12255.46,18015.02,12807.12,14638.49,12824.21,15149.51,17176.76,15190.89,15186.48,17163.12,15190.89,2448.64,3329.98,2447.86,2447.92,3326.19,2447.86,2444.12,3322.42,2447.86,15171.96,15190.89,17189.5,15061.54,15190.89,17064.45,15053.21,15064.55,18015.02,13831.18,14638.49,13871.19,16271.32,17176.76,16290.49,16281.88,17163.12,16290.49,3115.39,3329.98,3114.13,3112.83,3326.19,3114.13,3110.96,3322.42,3114.13,16282.89,17189.5,16290.49,16164.75,17064.45,16290.49,17199.95,17201.84,18015.02
PackCourts,Abuse,BIC,13404.69,13406.14,15072.15,15811.64,15828.79,17622.76,15828.42,15828.79,17609.12,2752.11,2745.94,3470.6,2750.34,2745.94,3466.81,2748.09,2745.94,3463.04,15815.74,15828.79,17635.5,15707.5,15828.79,17510.44,15670.28,15666.43,18463.89,10772.56,10779.16,15072.15,12706.98,12725.67,17622.76,12728.35,12725.67,17609.12,34.97,29.2,3470.6,27.07,29.2,3466.81,5.17,29.2,3463.04,12701.81,12725.67,17635.5,12605.2,12725.67,17510.44,12680.53,12686.6,18463.89,14150.92,14154.43,15072.15,16539.52,16561.36,17622.76,16562.81,16561.36,17609.12,3181.47,3173.69,3470.6,3174.24,3173.69,3466.81,3166.41,3173.69,3463.04,16537.33,16561.36,17635.5,16468.66,16561.36,17510.44,17426.79,17449.01,18463.89,14710.81,14715.88,15072.15,17137.17,17146.55,17622.76,17136.45,17146.55,17609.12,3333.46,3325.34,3470.6,3332.09,3325.34,3466.81,3328.91,3325.34,3463.04,17146.99,17146.55,17635.5,17027.19,17146.55,17510.44,17987.3,17980.51,18463.89,12833.03,12837.19,15072.15,15201.63,15230.47,17622.76,15234.26,15230.47,17609.12,1779.5,1771.81,3470.6,1779.61,1771.81,3466.81,1779.68,1771.81,3463.04,15211.29,15230.47,17635.5,15106.85,15230.47,17510.44,15204.79,15202.14,18463.89,11076.97,15072.15,11079.9,12677.5,17622.76,12696.57,12694.05,12696.57,17609.12,412.12,405.36,3470.6,407.13,405.36,3466.81,389.12,405.36,3463.04,12691.75,12696.57,17635.5,12568.57,12696.57,17510.44,12613.04,12620.67,18463.89,13235.65,15072.15,13245.96,15590.96,17622.76,15625.35,15627.93,17609.12,15625.35,2586.21,3470.6,2579.45,2585.48,3466.81,2579.45,2581.68,3463.04,2579.45,15613.41,15625.35,17635.5,15502.99,15625.35,17510.44,15493.92,15498.28,18463.89,14270.66,15072.15,14303.82,16723.47,17622.76,16735.59,16734.03,17609.12,16735.59,3261.77,3470.6,3254.42,3259.2,3466.81,3254.42,3257.34,3463.04,3254.42,16735.04,17635.5,16735.59,16616.9,17510.44,16735.59,17655.05,17649.84,18463.89
PackCourts,Abuse,loglike,-6424.48,-6429.61,-7255.69,-7621.61,-7634.69,-8524.93,-7629.99,-7634.69,-8518.11,-1284.09,-1285.0,-1641.82,-1283.2,-1285.0,-1639.93,-1282.07,-1285.0,-1638.04,-7623.65,-7634.69,-8531.29,-7569.53,-7634.69,-8468.77,-7551.29,-7553.87,-8944.08,-5156.96,-5164.59,-7255.69,-6118.75,-6132.52,-8524.93,-6129.43,-6132.52,-8518.11,30.08,29.31,-1641.82,34.04,29.31,-1639.93,44.99,29.31,-1638.04,-6116.16,-6132.52,-8531.29,-6067.85,-6132.52,-8468.77,-6105.46,-6112.93,-8944.08,-6790.63,-6796.84,-7255.69,-7978.76,-7994.23,-8524.93,-7990.4,-7994.23,-8518.11,-1493.2,-1493.37,-1641.82,-1489.58,-1493.37,-1639.93,-1485.66,-1493.37,-1638.04,-7977.66,-7994.23,-8531.29,-7943.33,-7994.23,-8468.77,-8420.95,-8436.63,-8944.08,-7070.57,-7077.56,-7255.69,-8277.58,-8286.82,-8524.93,-8277.22,-8286.82,-8518.11,-1569.19,-1569.2,-1641.82,-1568.51,-1569.2,-1639.93,-1566.91,-1569.2,-1638.04,-8282.49,-8286.82,-8531.29,-8222.6,-8286.82,-8468.77,-8701.21,-8702.38,-8944.08,-6152.49,-6158.97,-7255.69,-7330.38,-7349.31,-8524.93,-7346.7,-7349.31,-8518.11,-810.77,-810.88,-1641.82,-810.83,-810.88,-1639.93,-810.86,-810.88,-1638.04,-7335.22,-7349.31,-8531.29,-7282.99,-7349.31,-8468.77,-7331.89,-7335.07,-8944.08,-5301.14,-7255.69,-5306.92,-6097.08,-8524.93,-6111.01,-6105.36,-6111.01,-8518.11,-150.72,-151.03,-1641.82,-148.22,-151.03,-1639.93,-139.22,-151.03,-1638.04,-6104.21,-6111.01,-8531.29,-6042.62,-6111.01,-8468.77,-6065.06,-6073.27,-8944.08,-6339.96,-7255.69,-6349.52,-7511.26,-8524.93,-7532.97,-7529.75,-8518.11,-7532.97,-1201.13,-1641.82,-1201.76,-1200.77,-1639.93,-1201.76,-1198.87,-1638.04,-1201.76,-7522.49,-7532.97,-8531.29,-7467.28,-7532.97,-8468.77,-7463.11,-7469.8,-8944.08,-6851.01,-7255.69,-6872.03,-8071.18,-8524.93,-8081.78,-8076.46,-8518.11,-8081.78,-1533.52,-1641.82,-1533.9,-1532.23,-1639.93,-1533.9,-1531.3,-1638.04,-1533.9,-8076.97,-8531.29,-8081.78,-8017.9,-8468.77,-8081.78,-8535.52,-8537.48,-8944.08
SlaveLabor,Abuse,betaw,-0.09,-0.09,,-0.1,-0.1,,-0.09,-0.1,,-0.04,-0.04,,-0.04,-0.04,,-0.04,-0.04,,-0.1,-0.1,,-0.1,-0.1,,-0.1,-0.1,,-0.1,-0.1,,-0.11,-0.11,,-0.11,-0.11,,-0.04,-0.04,,-0.04,-0.04,,-0.04,-0.04,,-0.11,-0.11,,-0.11,-0.11,,-0.11,-0.11,,-0.32,-0.32,,-0.33,-0.33,,-0.32,-0.33,,-0.18,-0.18,,-0.19,-0.18,,-0.19,-0.18,,-0.33,-0.33,,-0.33,-0.33,,-0.34,-0.35,,-0.11,-0.11,,-0.12,-0.12,,-0.11,-0.12,,-0.05,-0.05,,-0.05,-0.05,,-0.05,-0.05,,-0.12,-0.12,,-0.12,-0.12,,-0.12,-0.12,,-0.11,-0.11,,-0.11,-0.11,,-0.11,-0.11,,-0.05,-0.05,,-0.05,-0.05,,-0.05,-0.05,,-0.11,-0.11,,-0.11,-0.11,,-0.11,-0.11,,0.06,,0.06,0.06,,0.06,0.06,0.06,,0.03,0.03,,0.03,0.03,,0.03,0.03,,0.06,0.06,,0.06,0.06,,0.06,0.07,,-0.16,,-0.16,-0.17,,-0.18,-0.17,,-0.18,-0.11,,-0.11,-0.11,,-0.11,-0.11,,-0.11,-0.18,-0.18,,-0.17,-0.18,,-0.17,-0.18,,-0.53,,-0.53,-0.38,,-0.38,-0.34,,-0.38,-0.23,,-0.23,-0.23,,-0.23,-0.23,,-0.23,-0.37,,-0.38,-0.37,,-0.38,-0.49,-0.49,
SlaveLabor,Abuse,betap,-0.01,,-0.0,-0.15,,-0.19,0.39,,0.37,-0.08,,-0.03,0.11,,0.22,0.13,,0.17,0.01,,-0.07,0.12,,0.14,-0.0,,-0.0,-0.01,,-0.0,-0.15,,-0.19,0.37,,0.37,-0.46,,-0.03,-0.47,,0.22,-0.03,,0.17,-0.05,,-0.07,0.16,,0.14,-0.0,,-0.0,0.0,,-0.0,-0.16,,-0.19,0.3,,0.37,-0.02,,-0.03,0.25,,0.22,0.2,,0.17,-0.01,,-0.07,0.09,,0.14,-0.0,,-0.0,-0.0,,-0.0,-0.18,,-0.19,0.35,,0.37,-0.04,,-0.03,0.18,,0.22,0.15,,0.17,-0.06,,-0.07,0.13,,0.14,-0.0,,-0.0,-0.01,,-0.0,-0.14,,-0.19,0.32,,0.37,-0.11,,-0.03,0.11,,0.22,0.19,,0.17,-0.05,,-0.07,0.15,,0.14,-0.0,,-0.0,-0.01,-0.0,,-0.17,-0.19,,0.37,,0.37,-0.5,,-0.03,-0.49,,0.22,-0.01,,0.17,-0.07,,-0.07,0.18,,0.14,-0.0,,-0.0,-0.01,-0.0,,-0.12,-0.19,,0.37,0.37,,-0.09,-0.03,,0.09,0.22,,0.13,0.17,,0.01,,-0.07,0.12,,0.14,-0.0,,-0.0,-0.01,-0.0,,-0.18,-0.19,,0.28,0.37,,-0.0,-0.03,,0.2,0.22,,0.13,0.17,,-0.05,-0.07,,0.1,0.14,,-0.0,,-0.0
SlaveLabor,Abuse,tstatw,-5.71,-5.69,,-6.36,-6.32,,-6.28,-6.32,,-3.25,-3.24,,-3.24,-3.24,,-3.26,-3.24,,-6.13,-6.32,,-6.31,-6.32,,-6.36,-6.39,,-5.53,-5.46,,-5.86,-5.84,,-5.84,-5.84,,-1.27,-1.28,,-1.29,-1.28,,-1.28,-1.28,,-5.71,-5.84,,-5.83,-5.84,,-5.69,-5.84,,-6.17,-6.17,,-6.83,-6.82,,-6.79,-6.82,,-2.66,-2.66,,-2.73,-2.66,,-2.78,-2.66,,-6.61,-6.82,,-6.86,-6.82,,-6.87,-7.05,,-4.18,-4.18,,-4.89,-4.83,,-4.51,-4.83,,-3.37,-3.37,,-3.37,-3.37,,-3.37,-3.37,,-4.83,-4.83,,-4.79,-4.83,,-4.68,-4.61,,-6.07,-6.07,,-6.29,-6.3,,-6.32,-6.3,,-2.45,-2.45,,-2.48,-2.45,,-2.49,-2.45,,-6.09,-6.3,,-6.34,-6.3,,-6.23,-6.32,,1.84,,1.83,1.92,,2.0,2.02,2.0,,0.79,0.79,,0.81,0.79,,0.79,0.79,,1.99,2.0,,2.06,2.0,,1.9,2.05,,-5.12,,-5.09,-5.82,,-5.84,-5.94,,-5.84,-3.19,,-3.18,-3.18,,-3.18,-3.21,,-3.18,-5.75,-5.84,,-5.85,-5.84,,-5.82,-5.92,,-7.28,,-7.34,-5.52,,-5.5,-5.51,,-5.5,-3.16,,-3.14,-3.15,,-3.14,-3.15,,-3.14,-5.44,,-5.5,-5.5,,-5.5,-7.15,-7.07,
SlaveLabor,Abuse,tstatp,-0.92,,-0.02,-1.28,,-1.65,2.3,,2.04,-0.64,,-0.22,0.53,,0.92,0.79,,1.07,0.13,,-0.71,1.02,,1.13,-3.71,,-4.31,-1.18,,-0.02,-1.3,,-1.65,1.88,,2.04,-1.15,,-0.22,-0.85,,0.92,-0.14,,1.07,-0.56,,-0.71,1.28,,1.13,-3.47,,-4.31,0.05,,-0.02,-1.48,,-1.65,1.84,,2.04,-0.19,,-0.22,1.05,,0.92,1.22,,1.07,-0.16,,-0.71,0.88,,1.13,-3.83,,-4.31,-0.02,,-0.02,-1.59,,-1.65,1.86,,2.04,-0.31,,-0.22,0.79,,0.92,0.97,,1.07,-0.59,,-0.71,1.13,,1.13,-4.45,,-4.31,-0.87,,-0.02,-1.26,,-1.65,1.81,,2.04,-0.76,,-0.22,0.51,,0.92,1.18,,1.07,-0.51,,-0.71,1.25,,1.13,-3.58,,-4.31,-0.81,-0.02,,-1.41,-1.65,,2.02,,2.04,-1.17,,-0.22,-0.96,,0.92,-0.07,,1.07,-0.63,,-0.71,1.3,,1.13,-3.22,,-4.31,-1.16,-0.02,,-1.03,-1.65,,2.11,2.04,,-0.79,-0.22,,0.41,0.92,,0.81,1.07,,0.13,,-0.71,0.98,,1.13,-3.58,,-4.31,-0.67,-0.02,,-1.66,-1.65,,1.61,2.04,,-0.02,-0.22,,0.89,0.92,,0.85,1.07,,-0.52,-0.71,,0.89,1.13,,-4.19,,-4.31
SlaveLabor,Abuse,AIC,-14668.04,-14651.71,-13264.15,-18045.34,-17990.9,-17925.79,-18517.38,-17990.9,-18289.56,-10834.27,-10833.45,-11932.72,-10834.12,-10833.45,-11942.95,-10838.53,-10833.45,-11946.94,-17989.95,-17990.9,-17874.86,-18022.49,-17990.9,-17885.36,-17982.58,-17727.75,-16053.79,-12710.3,-12687.75,-13264.15,-15620.17,-15575.54,-17925.79,-15965.8,-15575.54,-18289.56,-6135.53,-6126.18,-11932.72,-6128.67,-6126.18,-11942.95,-6124.19,-6126.18,-11946.94,-15588.84,-15575.54,-17874.86,-15618.59,-15575.54,-17885.36,-15806.56,-15616.82,-16053.79,-14466.84,-14468.78,-13264.15,-19818.67,-19748.58,-17925.79,-20126.74,-19748.58,-18289.56,-12090.55,-12092.28,-11932.72,-12104.94,-12092.28,-11942.95,-12112.01,-12092.28,-11946.94,-19748.21,-19748.58,-17874.86,-19770.31,-19748.58,-17885.36,-17560.63,-17339.67,-16053.79,-13573.9,-13575.92,-13264.15,-18389.51,-18304.96,-17925.79,-18727.73,-18304.96,-18289.56,-12004.83,-12006.06,-11932.72,-12011.29,-12006.06,-11942.95,-12015.41,-12006.06,-11946.94,-18327.34,-18304.96,-17874.86,-18347.06,-18304.96,-17885.36,-16424.93,-16090.27,-16053.79,-14550.17,-14535.48,-13264.15,-17898.59,-17849.45,-17925.79,-18197.04,-17849.45,-18289.56,-10429.94,-10427.23,-11932.72,-10427.15,-10427.23,-11942.95,-10436.72,-10427.23,-11946.94,-17863.01,-17849.45,-17874.86,-17896.69,-17849.45,-17885.36,-18140.9,-17912.37,-16053.79,-11680.07,-13264.15,-11668.25,-13554.48,-17925.79,-13503.0,-13872.2,-13503.0,-18289.56,-6380.78,-6362.5,-11932.72,-6367.48,-6362.5,-11942.95,-6360.47,-6362.5,-11946.94,-13524.02,-13503.0,-17874.86,-13550.57,-13503.0,-17885.36,-13520.19,-13375.42,-16053.79,-14834.75,-13264.15,-14805.48,-18344.36,-17925.79,-18309.93,-18824.29,-18289.56,-18309.93,-10868.12,-11932.72,-10865.98,-10865.48,-11942.95,-10865.98,-10871.39,-11946.94,-10865.98,-18308.79,-18309.93,-17874.86,-18341.16,-18309.93,-17885.36,-18281.28,-18068.23,-16053.79,-14873.76,-13264.15,-14863.04,-18836.16,-17925.79,-18750.67,-19027.02,-18289.56,-18750.67,-12048.7,-11932.72,-12050.73,-12058.41,-11942.95,-12050.73,-12057.84,-11946.94,-12050.73,-18766.11,-17874.86,-18750.67,-18775.93,-17885.36,-18750.67,-17685.14,-17356.37,-16053.79
SlaveLabor,Abuse,BIC,-14239.51,-14229.96,-12830.49,-17603.63,-17556.19,-17479.55,-18075.67,-17556.19,-17843.32,-10696.67,-10701.82,-11792.06,-10696.52,-10701.82,-11802.29,-10700.93,-10701.82,-11806.29,-17548.24,-17556.19,-17428.62,-17580.78,-17556.19,-17439.12,-17541.6,-17293.76,-15604.35,-12358.67,-12342.74,-12830.49,-15257.23,-15219.44,-17479.55,-15602.86,-15219.44,-17843.32,-6066.59,-6062.53,-11792.06,-6059.73,-6062.53,-11802.29,-6055.25,-6062.53,-11806.29,-15225.91,-15219.44,-17428.62,-15255.66,-15219.44,-17439.12,-15443.52,-15260.6,-15604.35,-14026.33,-14035.13,-12830.49,-19365.36,-19302.34,-17479.55,-19673.44,-19302.34,-17843.32,-11943.8,-11951.63,-11792.06,-11958.18,-11951.63,-11802.29,-11965.26,-11951.63,-11806.29,-19294.9,-19302.34,-17428.62,-19317.0,-19302.34,-17439.12,-17104.06,-16890.23,-15604.35,-13133.38,-13142.27,-12830.49,-17936.2,-17858.72,-17479.55,-18274.42,-17858.72,-17843.32,-11858.07,-11865.41,-11792.06,-11864.54,-11865.41,-11802.29,-11868.65,-11865.41,-11806.29,-17874.03,-17858.72,-17428.62,-17893.75,-17858.72,-17439.12,-15968.37,-15640.83,-15604.35,-14143.22,-14135.29,-12830.49,-17478.38,-17436.23,-17479.55,-17776.82,-17436.23,-17843.32,-10312.27,-10315.43,-11792.06,-10309.49,-10315.43,-11802.29,-10319.06,-10315.43,-11806.29,-17442.8,-17436.23,-17428.62,-17476.48,-17436.23,-17439.12,-17720.53,-17498.99,-15604.35,-11316.48,-12830.49,-11311.25,-13182.09,-17479.55,-13137.37,-13499.81,-13137.37,-17843.32,-6300.39,-6287.45,-11792.06,-6287.1,-6287.45,-11802.29,-6280.09,-6287.45,-11806.29,-13151.63,-13137.37,-17428.62,-13178.18,-13137.37,-17439.12,-13148.23,-13010.2,-15604.35,-14406.22,-12830.49,-14383.74,-17902.65,-17479.55,-17875.22,-18382.58,-17843.32,-17875.22,-10730.52,-11792.06,-10734.34,-10727.88,-11802.29,-10734.34,-10733.79,-11806.29,-10734.34,-17867.08,-17875.22,-17428.62,-17899.45,-17875.22,-17439.12,-17840.3,-17634.24,-15604.35,-14434.28,-12830.49,-14430.41,-18383.76,-17479.55,-18305.32,-18574.62,-17843.32,-18305.32,-11902.29,-11792.06,-11910.41,-11912.0,-11802.29,-11910.41,-11911.43,-11806.29,-11910.41,-18313.71,-17428.62,-18305.32,-18323.52,-17439.12,-18305.32,-17229.46,-16907.79,-15604.35
